N°DPE,Date_établissement_DPE,Etiquette_DPE,Etiquette_GES,Surface_habitable_logement,Type_bâtiment,Année_construction,Adresse_(BAN),Code_postal_(BAN),Code_INSEE_(BAN),Identifiant__BAN,Score_BAN,Conso_5_usages_par_m²_é_primaire,Emission_GES_5_usages_par_m²,Coordonnée_cartographique_X_(BAN),Coordonnée_cartographique_Y_(BAN),id_parcelle_rapprochee
2333E0000478,2022-10-23,D,E,116.0,maison,1890,56 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_3299_00056,0.95,209.5,11.76,-0.5792,44.8378,33063000E0950
2317E0000717,2023-08-23,G,A,72.0,appartement,1975,89 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_3271_00089,0.98,416.1,21.59,-0.9628,45.9414,17300000D0135
2333E0000691,2023-05-04,D,E,,maison,1975,20 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_6480_00020,0.95,192.7,4.93,-0.5792,44.8378,33063000D0442
2324E0000816,2023-10-18,D,E,33.0,appartement,,121 IMPASSE DES VIGNES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5386_00121,0.92,193.7,16.4,0.557,45.087,24016000A0439
2317E0000402,2021-10-22,D,B,79.0,maison,1983,83 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_7906_00083,0.71,178.3,15.04,-0.9628,45.9414,17300000D0460
2333E0000016,2024-03-31,F,G,68.0,appartement,1962,160 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_5809_00160,0.98,341.1,9.06,-0.5792,44.8378,33063000Z0210
2317E0000736,2021-07-04,C,C,78.0,appartement,1975,147 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_6128_00147,0.95,139.1,9.23,-0.9628,45.9414,17300000A0567
2317E0000164,2023-10-13,D,C,189.0,maison,2011,153 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_7360_00153,0.98,221.7,9.05,-0.9628,45.9414,17300000Z0618
2317E0000622,2022-12-11,B,E,138.0,maison,2003,133 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_7494_00133,0.92,97.2,2.48,-0.9628,45.9414,17300000C0924
2324E0000140,2023-05-19,D,F,174.0,maison,,149 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6191_00149,0.98,222.3,17.65,0.557,45.087,24016000D0294
2324E0000766,2023-03-15,G,E,82.0,maison,2003,138 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6999_00138,0.71,448.1,23.23,0.557,45.087,24016000A0250
2317E0000262,2024-12-17,D,D,76.0,maison,1975,87 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_4052_00087,0.95,207.8,12.52,-0.9628,45.9414,17300000E0565
2333E0000399,2022-03-08,E,B,,maison,1994,112 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_6309_00112,0.98,284.3,18.3,-0.5792,44.8378,33063000B0547
2317E0000369,2022-07-30,C,D,82.0,appartement,2011,30 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_8243_00030,0.71,129.4,10.21,-0.9628,45.9414,17300000B0836
2333E0000348,2021-11-08,B,G,141.0,maison,1975,128 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_7665_00128,0.95,99.0,7.42,-0.5792,44.8378,33063000Z0255
COR-ET7,2022-02-13,-,C,31.0,maison,2019,172 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2326_00172,0.98,296.1,23.47,0.557,45.087,24016000Z0852
2324E0000858,2025-08-12,E,E,203.0,maison,1983,178 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1927_00178,0.55,253.6,9.12,0.557,45.087,24016000A0120
2324E0000038,2022-04-08,D,B,34.0,appartement,,128 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4658_00128,0.92,226.8,13.12,0.557,45.087,24016000E0928
2317E0000866,2021-12-08,E,G,143.0,maison,2019,63 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_7515_00063,0.71,290.1,14.05,-0.9628,45.9414,17300000B0591
2324E0000536,2023-02-26,G,F,207.0,maison,2011,92 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4478_00092,0.88,431.4,19.32,0.557,45.087,24016000Z0505
2333E0000105,2021-01-18,D,C,200.0,maison,1975,11 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_2240_00011,0.88,196.9,6.11,-0.5792,44.8378,33063000Z0937
2333E0000854,2023-04-01,E,C,178.0,maison,1975,21 COURS DE L ARGONNE 33000 BORDEAUX,33000,33063,33063_1518_00021,0.95,282.5,16.42,-0.5792,44.8378,33063000E0981
2333E0000804,2024-07-27,E,F,172.0,maison,1994,145 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_5962_00145,0.92,250.1,13.69,-0.5792,44.8378,33063000C0443
2317E0000618,2024-02-22,A,E,99.0,maison,1975,119 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_2337_00119,0.88,55.1,4.15,-0.9628,45.9414,17300000C0543
2317E0000393,2024-05-17,F,C,92.0,maison,2011,157 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_9540_00157,0.98,365.7,13.99,-0.9628,45.9414,17300000D0336
2324E0000088,2023-10-24,G,D,155.0,maison,2003,140 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7509_00140,0.88,451.4,26.97,0.557,45.087,24016000E0190
2317E0000028,2022-08-11,F,D,166.0,maison,2011,177 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_5580_00177,0.98,385.6,15.88,-0.9628,45.9414,17300000A0575
2317E0000020,2021-10-21,C,D,89.0,maison,1983,167 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_1573_00167,0.88,130.2,7.65,-0.9628,45.9414,17300000C0276
2333E0000534,2022-09-15,F,C,161.4,appartement,1930,99 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_3886_00099,0.95,315.6,13.81,-0.5792,44.8378,33063000A0564
2317E0000053,2023-08-27,C,G,82.0,appartement,1975,155 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_8926_00155,0.88,135.2,10.71,-0.9628,45.9414,17300000C0841
2324E0000826,2024-06-15,F,B,115.0,maison,,118 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1152_00118,0.92,322.0,10.76,0.557,45.087,24016000C0378
2333E0000658,2021-12-24,D,C,38.0,appartement,1994,15 COURS DE L ARGONNE 33000 BORDEAUX,33000,33063,33063_4943_00015,0.98,224.4,13.94,-0.5792,44.8378,33063000D0200
2324E0000357,2022-03-28,D,F,91.0,appartement,2003,110 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3259_00110,0.95,177.1,13.14,0.557,45.087,24016000Z0183
2324E0000586,2022-09-24,E,D,54.0,appartement,1975,92 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4035_00092,0.95,245.8,7.17,0.557,45.087,24016000E0752
2333E0000487,2025-03-15,C,C,86.0,maison,2003,109 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_5683_00109,0.92,140.0,4.7,-0.5792,44.8378,33063000D0031
2324E0000641,2024-10-30,F,F,44.0,appartement,,76 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8776_00076,0.98,361.0,14.42,0.557,45.087,24016000C0109
2317E0000877,2022-05-07,G,E,65.0,appartement,1962,143 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_4674_00143,0.88,507.7,16.79,-0.9628,45.9414,17300000Z0007
2324E0000567,2021-10-10,D,E,75.0,appartement,1890,119 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4435_00119,0.88,221.1,11.12,0.557,45.087,24016000A0002
2333E0000611,2024-08-10,D,C,260.4,maison,2011,114 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_3947_00114,0.98,201.5,13.97,-0.5792,44.8378,33063000Z0154
2317E0000007,2023-05-15,E,E,56.0,appartement,2003,21 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_4117_00021,0.71,284.2,21.84,-0.9628,45.9414,17300000C0432
2317E0000396,2025-03-28,E,D,177.0,maison,1890,170 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_7070_00170,0.98,258.2,7.9,-0.9628,45.9414,17300000D0007
2324E0000349,2022-08-18,F,B,155.0,maison,2019,34 ROUTE DE PERIGUEUX 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9897_00034,0.92,389.8,10.1,0.557,45.087,24016000E0341
2324E0000160,2022-11-27,E,F,85.0,appartement,2003,4 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6168_00004,0.95,285.8,9.21,0.557,45.087,24016000E0261
,2022-10-22,F,E,153.0,maison,,126 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_3897_00126,0.98,397.6,30.25,-0.5792,44.8378,33063000C0925
2317E0000692,2021-06-21,F,E,170.0,maison,1890,84 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_8816_00084,0.98,376.3,25.71,-0.9628,45.9414,17300000C0140
2333E0000698,2021-02-02,D,E,71.0,appartement,1890,65 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_2025_00065,0.92,176.3,7.01,-0.5792,44.8378,33063000Z0029
2317E0000424,2022-01-03,C,D,109.0,maison,1890,36 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_5866_00036,0.88,126.7,3.92,-0.9628,45.9414,17300000E0710
2317E0000068,2023-04-09,F,G,154.0,maison,1994,13 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_3376_00013,0.98,380.9,27.82,-0.9628,45.9414,17300000C0890
2324E0000803,2023-10-17,E,E,176.0,maison,2019,17 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3921_00017,0.55,314.1,15.51,0.557,45.087,24016000B0137
2333E0000476,2021-12-31,D,A,42.0,appartement,1994,78 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_2811_00078,0.88,188.5,6.41,-0.5792,44.8378,33063000Z0912
2317E0000257,2023-11-04,E,B,104.0,maison,1994,152 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_7290_00152,0.88,319.1,11.81,-0.9628,45.9414,17300000D0790
2317E0000366,2022-05-07,E,F,30.0,appartement,1962,168 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_1037_00168,0.55,244.9,14.73,-0.9628,45.9414,17300000Z0367
2333E0000864,2023-11-26,B,D,56.0,appartement,2019,78 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_8170_00078,0.92,80.9,4.03,-0.5792,44.8378,33063000B0545
2317E0000204,2025-01-17,D,C,84.0,appartement,2003,139 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_6837_00139,0.98,195.1,4.35,-0.9628,45.9414,17300000A0836
2317E0000143,2022-10-07,D,C,79.0,appartement,1930,16 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_3243_00016,0.88,207.5,15.93,-0.9628,45.9414,17300000C0517
,2022-11-05,F,F,247.4,maison,1890,120 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_1162_00120,0.98,337.2,26.73,-0.5792,44.8378,33063000B0418
2333E0000591,2023-03-22,B,G,50.0,appartement,1930,89 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_3966_00089,0.98,79.7,6.54,-0.5792,44.8378,33063000D0933
2317E0000482,2022-10-01,F,G,73.0,appartement,1962,22 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_6626_00022,0.98,382.0,25.46,-0.9628,45.9414,17300000D0007
2317E0000758,2022-04-30,E,G,184.0,maison,2019,153 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_7438_00153,0.95,250.3,12.39,-0.9628,45.9414,17300000E0574
2333E0000438,2022-08-19,C,D,469.2,maison,1962,57 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_7721_00057,0.92,150.0,10.79,-0.5792,44.8378,33063000A0846
2317E0000032,2023-02-22,C,C,55.0,appartement,1962,95 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_5770_00095,0.92,134.5,5.58,-0.9628,45.9414,17300000C0509
2333E0000125,2023-01-20,D,D,67.0,appartement,1983,49 COURS DE L ARGONNE 33000 BORDEAUX,33000,33063,33063_9792_00049,0.95,191.8,9.43,-0.5792,44.8378,33063000A0943
2324E0000086,2021-07-28,G,E,87.0,appartement,2003,19 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9192_00019,0.88,458.3,24.91,0.557,45.087,24016000Z0744
2324E0000835,2022-08-26,F,A,44.0,appartement,1962,70 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3582_00070,0.98,344.5,23.91,0.557,45.087,24016000A0143
2324E0000081,2021-01-29,D,E,163.0,maison,1930,16 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1781_00016,0.98,197.9,14.3,0.557,45.087,24016000B0637
2324E0000195,2023-06-19,E,E,167.0,maison,1994,141 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7219_00141,0.88,317.6,14.3,0.557,45.087,24016000Z0249
2333E0000122,2023-05-26,D,E,34.0,appartement,1962,147 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_8417_00147,0.95,175.9,12.4,-0.5792,44.8378,33063000D0263
2324E0000884,2022-09-27,D,C,73.0,appartement,1930,158 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6496_00158,0.88,212.4,17.88,0.557,45.087,24016000E0445
2333E0000876,2021-12-12,D,F,90.0,appartement,,180 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_1504_00180,0.92,208.3,9.76,-0.5792,44.8378,33063000Z0992
2317E0000123,2022-12-20,E,D,33.0,appartement,1962,130 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_3720_00130,0.98,266.5,11.49,-0.9628,45.9414,17300000A0529
,2021-09-28,E,F,58.0,appartement,2019,43 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7764_00043,0.95,277.4,24.66,0.557,45.087,24016000B0081
2324E0000230,2021-06-03,E,E,65.0,appartement,2003,112 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1547_00112,0.71,243.5,18.95,0.557,45.087,24016000A0253
2333E0000079,2022-09-29,E,D,31.0,appartement,1930,131 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_7135_00131,0.92,247.0,12.16,-0.5792,44.8378,33063000Z0134
COR-DT4,,C,D,52.0,appartement,1994,86 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_9186_00086,0.98,134.9,8.43,-0.5792,44.8378,33063000Z0978
2317E0000848,2021-08-24,D,F,65.0,appartement,,169 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_9496_00169,0.55,199.4,5.75,-0.9628,45.9414,17300000B0477
COR-ET2,2023-04-05,?,F,91.0,appartement,1930,15 IMPASSE DES VIGNES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4522_00015,0.92,255.0,9.31,0.557,45.087,24016000E0612
2317E0000055,2023-05-13,G,D,88.0,appartement,2019,10 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_6527_00010,0.98,480.2,23.69,-0.9628,45.9414,17300000Z0532
2324E0000021,2023-01-22,E,G,47.0,appartement,1983,48 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8904_00048,0.98,244.8,6.12,0.557,45.087,24016000D0719
2333E0000214,2025-10-06,D,F,58.0,appartement,1975,85 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_1126_00085,0.88,199.5,4.34,-0.5792,44.8378,33063000Z0747
2317E0000592,2024-02-07,F,D,,appartement,1975,139 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_5672_00139,0.95,413.8,31.5,-0.9628,45.9414,17300000B0400
2324E0000732,2022-07-05,D,A,87.0,appartement,1962,114 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9458_00114,0.92,226.5,16.61,0.557,45.087,24016000C0851
2324E0000836,2021-06-14,D,D,91.0,appartement,1983,79 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2556_00079,0.71,175.8,8.1,0.557,45.087,24016000C0432
2317E0000025,2023-09-08,C,G,47.0,appartement,1994,124 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_1216_00124,0.95,130.5,6.87,-0.9628,45.9414,17300000E0982
2333E0000067,2022-07-28,D,G,70.0,appartement,1890,170 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_8868_00170,0.95,227.8,16.45,-0.5792,44.8378,33063000B0229
2317E0000318,2022-09-15,E,D,79.0,maison,2003,70 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_1489_00070,0.95,289.5,24.84,-0.9628,45.9414,17300000E0907
2324E0000802,2023-01-23,A,D,,appartement,1962,177 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1253_00177,0.88,65.6,2.27,0.557,45.087,24016000A0570
2317E0000194,2022-03-31,G,D,68.0,appartement,1890,99 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_9768_00099,0.98,413.7,11.04,-0.9628,45.9414,17300000C0321
2324E0000268,2024-03-19,C,E,54.0,appartement,2019,177 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4158_00177,0.92,146.6,4.46,0.557,45.087,24016000D0650
2333E0000347,2022-05-27,F,F,74.0,appartement,1983,35 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_5366_00035,0.98,324.1,7.02,-0.5792,44.8378,33063000D0232
2317E0000639,2024-07-15,E,D,34.0,maison,2003,96 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_6128_00096,0.95,312.0,19.26,-0.9628,45.9414,17300000E0430
2324E0000344,2024-05-17,E,E,68.0,appartement,,70 IMPASSE DES VIGNES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2791_00070,0.55,296.5,18.42,0.557,45.087,24016000B0152
2333E0000504,2021-07-25,F,D,154.0,maison,2019,70 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_5916_00070,0.71,402.2,12.84,-0.5792,44.8378,33063000Z0302
2333E0000224,2021-03-27,E,C,70.0,maison,1930,178 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_3825_00178,0.98,290.2,14.71,-0.5792,44.8378,33063000C0653
2333E0000870,2021-09-23,G,C,130.0,maison,2019,120 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_4234_00120,0.98,516.9,20.96,-0.5792,44.8378,33063000C0131
2317E0000821,2022-06-18,B,E,45.0,appartement,1983,153 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_7724_00153,0.95,80.4,3.52,-0.9628,45.9414,17300000C0762
2333E0000198,2023-01-04,G,E,84.0,maison,2019,74 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_3308_00074,0.95,392.0,12.84,-0.5792,44.8378,33063000C0082
2317E0000645,2021-11-17,E,E,40.0,appartement,1983,128 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_2903_00128,0.95,257.0,21.48,-0.9628,45.9414,17300000E0166
,2022-10-29,D,D,196.4,maison,1890,106 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2819_00106,0.88,191.5,9.35,0.557,45.087,24016000D0206
2324E0000672,2024-07-06,D,D,,maison,,22 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9470_00022,0.92,206.1,12.59,0.557,45.087,24016000Z0518
2324E0000450,2022-10-20,C,E,33.0,appartement,2011,108 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3915_00108,0.95,157.1,3.46,0.557,45.087,24016000Z0980
2324E0000800,2021-08-27,D,G,97.0,maison,1975,58 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7494_00058,0.95,212.0,6.56,0.557,45.087,24016000B0482
2333E0000628,2021-06-28,C,E,66.5,appartement,1994,149 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_1599_00149,0.95,133.6,4.01,-0.5792,44.8378,33063000C0026
2324E0000752,2022-07-14,D,D,87.0,appartement,1930,44 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2039_00044,0.98,209.0,5.89,0.557,45.087,24016000B0156
2324E0000558,2021-10-07,F,B,166.0,maison,1930,12 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8250_00012,0.95,353.9,28.19,0.557,45.087,24016000A0163
2333E0000132,2022-04-30,C,E,94.0,maison,1983,64 COURS DE L ARGONNE 33000 BORDEAUX,33000,33063,33063_9499_00064,0.98,136.2,7.43,-0.5792,44.8378,33063000A0295
2333E0000740,2023-06-21,F,D,57.0,appartement,1930,25 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_8597_00025,0.88,315.2,22.17,-0.5792,44.8378,33063000D0003
2324E0000435,2023-03-27,E,E,70.0,appartement,2011,161 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4945_00161,0.88,305.4,14.13,0.557,45.087,24016000D0808
2317E0000077,2022-02-09,D,G,115.0,maison,2019,101 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_9322_00101,0.71,174.7,4.28,-0.9628,45.9414,17300000Z0164
2324E0000171,2022-08-23,D,F,196.0,maison,1994,90 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5464_00090,0.88,226.5,4.72,0.557,45.087,24016000A0446
,2023-03-13,E,D,161.2,maison,1994,59 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_7386_00059,0.71,312.1,23.5,-0.5792,44.8378,33063000Z0759
2324E0000516,2024-05-03,C,E,47.0,appartement,1962,92 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6485_00092,0.92,157.4,12.27,0.557,45.087,24016000E0726
2324E0000836,2021-06-14,D,D,91.0,appartement,1983,79 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2556_00079,0.71,175.8,8.1,0.557,45.087,24016000C0432
2324E0000326,2022-08-04,D,E,115.0,maison,1975,3 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1432_00003,0.88,203.2,11.87,0.557,45.087,24016000E0737
2333E0000031,2022-11-13,E,E,48.0,appartement,1983,130 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_9456_00130,0.88,285.7,22.6,-0.5792,44.8378,33063000D0884
2324E0000129,2021-03-11,D,D,35.0,appartement,1983,178 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3746_00178,0.98,218.8,12.08,0.557,45.087,24016000B0723
2324E0000702,2022-12-01,E,F,121.1,appartement,1962,154 ROUTE DE PERIGUEUX 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9971_00154,0.92,300.3,9.11,0.557,45.087,24016000Z0842
2324E0000152,2023-02-15,F,B,95.0,appartement,1983,21 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5690_00021,0.71,312.4,13.63,0.557,45.087,24016000E0073
2324E0000091,2024-01-06,C,D,87.0,maison,2003,147 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4282_00147,0.98,142.3,4.93,0.557,45.087,24016000E0753
2324E0000024,2023-12-16,G,C,68.0,appartement,1975,61 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2106_00061,0.88,442.7,9.33,0.557,45.087,24016000D0850
2317E0000141,2021-11-02,E,E,82.0,appartement,2003,112 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_9262_00112,0.92,299.9,9.15,-0.9628,45.9414,17300000B0359
2317E0000395,2021-05-18,E,E,65.0,appartement,,116 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_8898_00116,0.98,269.9,22.43,-0.9628,45.9414,17300000D0910
2317E0000690,2024-01-11,E,G,179.0,maison,2011,35 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_2431_00035,0.55,264.2,21.35,-0.9628,45.9414,17300000C0709
2333E0000827,2024-03-14,E,C,90.0,appartement,1983,61 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_9882_00061,0.88,272.9,7.74,-0.5792,44.8378,33063000E0721
2317E0000498,2022-01-18,E,F,206.0,maison,1890,144 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_6597_00144,0.88,305.8,11.3,-0.9628,45.9414,17300000C0266
2324E0000650,2023-02-16,E,F,42.0,appartement,1994,103 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8219_00103,0.98,263.8,19.7,0.557,45.087,24016000Z0475
2317E0000069,2024-06-22,D,E,121.0,maison,1890,37 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_2214_00037,0.88,172.7,15.51,-0.9628,45.9414,17300000A0518
COR-ET6,2020-12-02,-,C,70.0,appartement,2019,3 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_2413_00003,0.98,492.6,30.3,-0.9628,45.9414,17300000D0889
2333E0000649,2023-03-09,D,F,136.8,appartement,2019,132 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_2911_00132,0.88,171.8,13.77,-0.5792,44.8378,33063000B0596
2324E0000411,2024-12-07,E,E,180.0,maison,2019,47 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4672_00047,0.98,293.7,7.21,0.557,45.087,24016000C0472
2317E0000699,2023-03-17,G,E,,appartement,1983,58 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_1482_00058,0.92,419.6,13.0,-0.9628,45.9414,17300000Z0244
2317E0000532,2023-06-05,G,F,87.0,appartement,2003,120 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_8587_00120,0.92,476.2,31.32,-0.9628,45.9414,17300000E0268
2324E0000674,2024-06-14,E,G,192.0,maison,1962,158 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2957_00158,0.98,288.9,25.38,0.557,45.087,24016000E0364
2333E0000795,2023-08-08,G,D,132.0,maison,1994,15 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_6151_00015,0.92,394.7,19.84,-0.5792,44.8378,33063000A0794
2324E0000092,2021-05-16,C,E,61.0,appartement,2011,63 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8246_00063,0.95,140.6,11.27,0.557,45.087,24016000A0062
2333E0000764,2023-07-10,C,D,72.0,maison,2019,133 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_1200_00133,0.88,133.8,2.83,-0.5792,44.8378,33063000A0277
