id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
2023-100051,2023-06-15,1,Vente,158997.47,175,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0737,0,2,Appartement,86,3,,0.603033,45.109088
2023-100296,2023-01-31,1,Vente,66041.03,111,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0030,0,2,Appartement,34,1,,0.517958,45.051955
2023-100396,2025-04-12,1,Vente,409306.27,170,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000D0007,0,1,Maison,177,7,1756,-0.98077,45.965338
2023-100186,2025-02-11,1,Vente,202986.25,62,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000C0837,2,2,Appartement,88,3,,-0.991911,45.979544
2023-100760,2025-03-22,1,Vente,119754.52,138,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000D0339,2,2,Appartement,49,2,,-0.977725,45.955712
2023-100618,2024-10-22,1,Vente,297726.12,119,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000C0543,0,1,Maison,99,4,1457,-0.997339,45.966292
2023-100876,2023-06-12,1,Vente,407183.59,180,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000Z0992,1,1,Maison,90,4,979,-0.551127,44.828673
2023-100344,2023-12-29,1,Vente,136811.71,70,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0152,2,2,Appartement,68,2,,0.584005,45.067515
2023-100411,2025-05-19,1,Vente,286661.8,47,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0472,0,1,Maison,180,9,1345,0.528736,45.085888
2023-100119,2023-09-26,1,Vente,653402.35,138,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000D0191,0,1,Maison,197,9,1745,-0.583261,44.838782
2023-100315,2023-12-17,1,Vente,106723.45,141,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0945,0,2,Appartement,64,3,,0.54841,45.055548
2023-100472,2023-05-02,1,Vente,517119.45,130,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000D0779,0,2,Appartement,87,3,,-0.59388,44.829884
2023-100250,2024-09-09,1,Vente,83772.37,30,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000E0524,1,2,Appartement,38,2,,-0.930013,45.97493
2023-100158,2023-02-19,1,Vente,77649.02,53,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0432,0,2,Appartement,54,2,,0.553613,45.08497
2023-COR-D3,,1,Vente,117982.4,65,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000E0598,0,2,Appartement,68,2,,-0.958735,45.946568
2023-100551,2024-04-25,1,Vente,195169.62,50,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000D0646,2,2,Appartement,65,2,,-0.986149,45.973837
2023-100619,2024-08-03,1,Vente,135297.5,109,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0125,0,2,Appartement,85,4,,0.558412,45.100603
2023-100480,2023-12-27,1,Vente,117440.08,123,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0672,0,2,Appartement,65,2,,0.549756,45.065908
2023-100875,2023-07-11,1,Vente,87359.08,2,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000E0084,1,2,Appartement,47,2,,-0.954485,45.907187
2023-100616,2025-06-19,1,Vente,233887.34,128,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000B0494,1,2,Appartement,50,2,,-0.561485,44.809647
2023-100727,2024-07-25,1,Vente,484342.19,88,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000Z0741,1,1,Maison,96,4,1473,-0.590577,44.823165
2023-COR-T6,2024-02-02,1,Vente,514964.14,130,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000E0848,2,4,Local industriel. commercial ou assimile,108,5,1349,-0.576804,44.868097
2023-100483,2025-03-13,1,Vente,590397.37,22,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000C0448,1,1,Maison,131,6,1368,-0.532648,44.814027
2023-100588,2023-11-18,1,Vente,1068680.45,141,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000A0139,0,1,Maison,200,6,632,-0.555085,44.868463
2023-COR-V6,2025-01-14,1,Vente,,108,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0408,1,2,Appartement,67,3,,0.526273,45.077125
2023-100141,2023-09-07,1,Vente,214391.96,112,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000B0359,1,2,Appartement,82,3,,-0.936409,45.955596
2023-100332,2023-05-10,1,Vente,364545.41,144,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0558,0,1,Maison,210,9,1120,0.577978,45.093762
2023-100086,2023-04-14,1,Vente,155001.4,19,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0744,0,2,Appartement,87,4,,0.586131,45.110259
2023-100009,2024-02-27,1,Vente,242852.64,84,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000B0489,2,1,Maison,122,6,1866,-0.98793,45.940613
2023-100583,2024-11-16,1,Vente,105843.71,68,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0882,1,2,Appartement,52,2,,0.541129,45.124472
2023-100789,2025-01-14,1,Vente,71406.5,90,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0496,0,2,Appartement,42,2,,0.542088,45.122721
2023-100256,2023-01-25,1,Vente,349122.06,39,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000A0107,2,2,Appartement,83,4,,-0.625265,44.821851
2023-100037,2023-03-19,1,Vente,164379.11,119,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0665,1,1,Maison,109,5,2362,0.568543,45.090836
2023-100658,2024-03-10,1,Vente,129174.62,15,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000D0200,0,2,Appartement,38,1,,-0.56092,44.825316
2023-100705,2025-03-19,1,Vente,17424.81,165,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000B0384,1,2,Appartement,64,3,,-0.916123,45.957959
2023-100819,2024-08-23,1,Vente,195385.76,23,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000Z0681,0,2,Appartement,32,1,,-0.585779,44.819545
2023-100579,2024-02-08,1,Vente,236502.12,26,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000D0753,0,2,Appartement,44,2,,-0.551284,44.806407
2023-100673,2025-01-08,1,Vente,115129.69,75,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000Z0814,1,2,Appartement,54,2,,-1.012249,45.957522
2023-100221,2024-02-06,1,Vente,271423.36,50,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000Z0109,2,1,Maison,75,3,1632,-0.542857,44.849807
2023-COR-T12,2023-05-15,1,Vente,85506.51,112,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0253,0,4,Local industriel. commercial ou assimile,65,2,,0.571139,45.123084
2023-100343,2023-09-25,1,Vente,100554.69,174,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0569,2,2,Appartement,81,4,,0.56221,45.080935
2023-100777,2024-04-16,1,Vente,191869.99,115,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0983,1,1,Maison,137,6,190,0.577792,45.10056
2023-100118,2025-03-29,1,Vente,63634.36,144,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000A0872,0,1,Maison,190,6,428,-0.978936,45.910887
2023-100804,2024-09-16,1,Vente,913648.91,145,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000C0443,1,1,Maison,172,7,2059,-0.529258,44.811431
2023-100648,2023-06-21,1,Vente,410853.48,9,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000C0538,0,1,Maison,202,6,1550,-1.007332,45.939586
2023-100073,2024-08-03,1,Vente,168673.16,113,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000E0644,0,2,Appartement,64,2,,-0.97482,45.916609
2023-100794,2024-06-21,1,Vente,286174.16,25,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000B0932,0,2,Appartement,57,2,,-0.62631,44.854251
2023-100780,2023-10-09,2,Vente,125188.3,130,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000B0926,0,2,Appartement,58,2,,-1.000211,45.960799
2023-100718,2024-01-02,1,Vente,709831.1,1,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000A0098,2,1,Maison,186,6,815,-0.628478,44.809444
2023-100569,2024-09-10,1,Vente,517281.89,142,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000B0211,0,1,Maison,205,7,612,-0.991598,45.936879
2023-100862,2023-11-02,2,Vente,824563.29,17,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000E0887,0,1,Maison,186,6,2270,-0.607386,44.85563
2023-100318,2023-08-01,1,Vente,167438.69,70,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000E0907,0,2,Appartement,79,3,,-1.001999,45.960519
2023-100607,2023-10-08,1,Vente,393042.61,96,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0658,2,1,Maison,199,6,958,0.546175,45.115605
2023-100416,2024-04-04,1,Vente,99800.15,151,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0355,0,2,Appartement,64,2,,0.524065,45.047949
2023-100816,2024-05-23,1,Vente,44086.59,121,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0439,0,2,Appartement,33,1,,0.599739,45.075784
2023-100567,2023-11-06,1,Vente,159243.54,119,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0002,0,2,Appartement,75,3,,0.513856,45.110505
2023-100382,2023-10-03,1,Vente,370939.09,125,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0039,0,1,Maison,174,5,1679,0.563398,45.100188
2023-100321,2025-04-08,1,Vente,187804.78,5,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0476,0,1,Maison,108,4,1251,0.582729,45.083922
2023-100286,2025-06-05,1,Vente,296801.44,113,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000C0552,0,2,Appartement,76,3,,-0.54108,44.805781
2023-100532,2023-03-24,2,Vente,225421.12,120,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000E0268,0,2,Appartement,87,4,,-0.916081,45.955292
2023-100412,2023-11-01,1,Vente,155632.56,4,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0499,1,2,Appartement,85,3,,0.535735,45.126235
2023-100216,2024-12-06,1,Vente,97698.74,50,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0358,1,2,Appartement,45,2,,0.58582,45.056084
2023-100254,2023-02-05,1,Vente,121755.87,48,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0100,0,2,Appartement,62,2,,0.593103,45.105288
2023-100191,2023-03-24,1,Vente,727278.05,120,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000B0418,1,1,Maison,163,6,238,-0.583982,44.833378
2023-100252,2024-05-09,1,Vente,311705.74,59,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0878,2,1,Maison,156,7,1812,0.546685,45.105172
2023-COR-T24,2024-08-14,1,Vente,192762.04,24,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000B0983,1,4,Local industriel. commercial ou assimile,82,4,,-0.927154,45.929619
2023-100071,2023-10-16,1,Vente,31578.77,56,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000Z0078,0,2,Appartement,73,2,,-0.539582,44.845753
2023-100437,2023-12-10,1,Vente,432106.0,79,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000E0199,0,2,Appartement,74,3,,-0.617369,44.873854
2023-100120,2024-11-09,1,Vente,493281.53,101,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000A0007,2,1,Maison,147,6,1125,-0.549515,44.830424
2023-100708,2024-08-14,1,Vente,138108.92,103,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0380,0,2,Appartement,70,3,,0.527876,45.12446
2023-100219,2024-11-24,1,Vente,136023.7,93,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0530,1,2,Appartement,79,3,,0.50796,45.097146
2023-100040,2023-12-16,1,Vente,179122.79,155,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000B0534,0,2,Appartement,66,3,,-0.991754,45.963528
2023-100034,2023-03-09,1,Vente,220354.26,4,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000Z0981,1,2,Appartement,56,2,,-0.615329,44.843751
2023-100756,2024-07-14,1,Vente,620383.61,157,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000D0321,0,1,Maison,122,5,2147,-0.5467,44.864325
2023-100508,2024-07-28,1,Vente,194846.98,149,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0739,1,1,Maison,163,6,685,0.571483,45.097127
2023-100486,2023-10-14,2,Vente,308373.5,141,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000D0689,0,2,Appartement,62,2,,-0.623302,44.82871
2023-100054,2023-08-25,1,Vente,437920.37,101,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000B0997,1,1,Maison,76,2,838,-0.536013,44.833419
2023-100395,2023-04-20,1,Vente,186434.58,116,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000D0910,0,2,Appartement,65,3,,-0.937099,45.918992
2023-100448,2025-01-11,1,Vente,462217.83,168,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000D0400,1,1,Maison,184,7,2186,-0.953244,45.960027
2023-100820,2023-07-31,1,Vente,366918.22,169,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000B0553,0,2,Appartement,60,3,,-0.616762,44.876894
2023-100047,2023-05-04,1,Vente,122914.4,153,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000A0661,2,2,Appartement,44,2,,-1.0048,45.917548
2023-100328,2023-03-23,1,Vente,145333.39,96,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0543,1,1,Maison,88,3,610,0.58554,45.112705
2023-100194,2024-05-19,1,Vente,138473.93,99,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000C0321,0,2,Appartement,68,3,,-0.971903,45.903389
2023-100193,2023-08-06,1,Vente,217443.83,118,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000E0658,1,2,Appartement,63,2,,-0.58648,44.811029
2023-100164,2024-06-23,1,Vente,392295.26,153,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000Z0618,2,1,Maison,189,9,2319,-0.990589,45.974985
2023-100075,2024-02-13,1,Vente,441803.9,96,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000C0981,0,1,Maison,204,8,1465,-0.999199,45.940081
2023-100128,2023-11-12,1,Vente,317962.42,80,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000A0023,0,2,Appartement,60,2,,-0.585544,44.817394
2023-100266,2023-10-16,1,Vente,284615.48,165,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000Z0761,1,1,Maison,158,6,1583,-0.946667,45.949347
2023-100872,2024-10-08,1,Vente,150577.86,159,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000D0187,1,2,Appartement,38,2,,-0.531908,44.856495
2023-100795,2025-03-25,1,Vente,466940.7,15,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000A0794,2,1,Maison,132,6,2359,-0.623105,44.848978
2023-100744,2025-01-30,1,Vente,148031.45,135,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0430,2,2,Appartement,79,4,,0.602334,45.05667
2023-100803,2023-12-14,1,Vente,220803.67,17,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0137,0,1,Maison,176,7,575,0.584192,45.126792
2023-COR-V2,2025-02-20,1,Vente,,69,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000Z0832,0,2,Appartement,75,3,,-0.584146,44.849621
2023-COR-S13,2025-02-19,1,Vente,53818.33,25,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0437,0,2,Appartement,0,1,,0.580257,45.083041
2023-100077,2023-05-30,1,Vente,307177.74,101,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000Z0164,0,1,Maison,115,4,1215,-0.921978,45.913444
2023-100535,2024-07-09,1,Vente,175787.29,106,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000A0811,0,2,Appartement,57,3,,-0.975531,45.937355
2023-100253,2025-01-14,1,Vente,270440.95,92,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000Z0286,2,2,Appartement,54,3,,-0.602499,44.848159
2023-100687,2023-08-26,1,Vente,316159.79,88,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000C0060,0,2,Appartement,57,2,,-0.595609,44.864508
2023-100698,2023-01-28,1,Vente,375546.5,65,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000Z0029,0,2,Appartement,71,2,,-0.601652,44.857654
2023-100091,2024-03-31,1,Vente,152091.63,147,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0753,1,1,Maison,87,4,131,0.543724,45.081631
2023-100684,2025-02-08,1,Vente,413484.7,157,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000D0479,0,2,Appartement,76,3,,-0.620909,44.839111
2023-COR-T1,2023-01-07,1,Vente,115300.65,49,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000A0914,1,4,Dependance,49,2,,-0.989273,45.974932
2023-100245,2025-01-16,1,Vente,951677.45,119,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000D0443,0,1,Maison,208,7,281,-0.623499,44.808839
2023-100891,2024-09-19,1,Vente,279285.93,67,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000Z0505,1,1,Maison,94,3,2224,-0.990361,45.977487
2023-100345,2025-02-27,1,Vente,87683.94,86,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0889,0,2,Appartement,73,3,,0.569544,45.107105
2023-100861,2025-01-03,1,Vente,480288.0,47,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000C0467,0,2,Appartement,88,3,,-0.59847,44.821499
2023-100072,2023-11-27,1,Vente,447505.42,73,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000A0212,0,1,Maison,73,2,1337,-0.626843,44.821663
2023-100178,2023-09-14,1,Vente,94393.33,164,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0702,0,2,Appartement,79,3,,0.578721,45.049672
2023-100792,2023-05-22,1,Vente,1034197.6,100,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000B0773,1,1,Maison,184,7,1651,-0.582666,44.81766
2023-100293,2024-05-14,1,Vente,66575.55,161,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0688,2,2,Appartement,41,1,,0.518321,45.120053
2023-COR-T21,2024-04-28,1,Vente,111429.79,138,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000A0888,1,4,Local industriel. commercial ou assimile,47,2,,-0.925702,45.949672
2023-100713,2024-05-16,1,Vente,179999.52,176,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000D0110,2,1,Maison,82,4,1934,-1.005236,45.968321
2023-100625,2023-11-17,1,Vente,411034.97,3,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000A0822,2,1,Maison,177,6,416,-0.976338,45.924524
2023-100726,2025-02-16,1,Vente,631747.05,149,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000E0738,2,1,Maison,113,5,226,-0.588759,44.844079
2023-100762,2024-02-24,1,Vente,183635.13,48,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000C0123,0,1,Maison,91,3,1783,-0.977511,45.946315
2023-100419,2025-04-23,1,Vente,40230.52,53,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0650,0,2,Appartement,28,1,,0.559825,45.093774
2023-100420,2023-03-16,1,Vente,268909.96,82,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000E0894,2,2,Appartement,91,4,,-0.945114,45.942107
2023-100380,2023-01-12,1,Vente,95590.06,136,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000E0148,0,2,Appartement,52,2,,-1.010331,45.924173
2023-100184,2025-03-08,1,Vente,646273.14,133,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000B0264,0,1,Maison,111,4,873,-0.543274,44.852974
2023-100500,2025-06-18,1,Vente,210035.43,142,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000B0960,0,2,Appartement,77,3,,-0.946467,45.919675
2023-COR-T20,2024-09-19,1,Vente,314231.05,141,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0249,2,4,Local industriel. commercial ou assimile,167,6,635,0.507673,45.057813
2023-100639,2025-05-11,1,Vente,68190.51,96,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000E0430,0,2,Appartement,34,1,,-0.945179,45.91524
2023-100709,2024-07-11,1,Vente,157854.71,2,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0439,1,1,Maison,107,4,918,0.567453,45.114629
2023-100353,2024-05-17,1,Vente,171845.16,142,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000Z0672,0,1,Maison,75,3,2273,-0.913663,45.90652
2023-100177,2023-06-22,1,Vente,525356.17,47,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000D0543,1,1,Maison,92,4,772,-0.548772,44.86269
2023-100142,2023-11-02,1,Vente,443338.35,173,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000A0091,1,1,Maison,99,4,1370,-0.541691,44.876677
2023-100020,2023-08-24,1,Vente,216848.94,167,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000C0276,0,1,Maison,89,4,878,-0.922548,45.916184
2023-100103,2023-11-06,1,Vente,423152.39,92,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000E0017,0,1,Maison,81,3,2233,-0.5891,44.85929
2023-COR-S17,2023-08-04,1,Vente,877515.6,125,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000E0636,0,1,Maison,-12,5,431,-0.533625,44.850833
2023-100403,2023-02-12,1,Vente,298363.8,64,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0383,2,1,Maison,142,7,1560,0.587549,45.118833
2023-100538,2024-06-19,1,Vente,255845.11,94,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000E0901,1,2,Appartement,77,3,,-0.593411,44.810508
2023-100133,2023-04-19,1,Vente,145593.2,137,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0660,0,1,Maison,103,4,328,0.573974,45.107604
2023-100770,2023-09-02,1,Vente,290840.77,180,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0946,0,1,Maison,194,7,1499,0.550831,45.050864
2023-100465,2023-02-26,1,Vente,209476.03,80,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000Z0313,0,1,Maison,86,3,2126,-0.95368,45.981027
2023-COR-T23,2024-10-30,1,Vente,269609.02,85,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0230,1,4,Local industriel. commercial ou assimile,192,7,819,0.565805,45.107033
2023-100366,2023-01-06,1,Vente,85283.23,168,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000Z0367,0,2,Appartement,30,1,,-1.006057,45.911589
2023-100122,2023-12-04,1,Vente,149390.6,147,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000D0263,0,2,Appartement,34,1,,-0.588836,44.871568
2023-100026,2024-06-25,1,Vente,61123.23,21,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0480,0,2,Appartement,40,1,,0.603684,45.078432
2023-100104,2023-05-22,1,Vente,334828.15,158,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000C0928,0,2,Appartement,85,4,,-0.567885,44.824518
2023-100156,2024-10-06,1,Vente,25501.8,60,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000C0650,2,2,Appartement,95,3,,-0.554072,44.801666
2023-100543,2023-10-03,1,Vente,190847.03,94,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000E0418,2,2,Appartement,65,3,,-0.98207,45.947689
2023-100311,2024-05-19,1,Vente,189910.27,113,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0860,1,2,Appartement,93,4,,0.548015,45.11811
2023-COR-D4,0000-00-00,1,Vente,120250.43,41,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000B0531,2,2,Appartement,67,3,,-0.974515,45.903792
2023-100571,2023-12-10,1,Vente,242124.89,135,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0729,1,1,Maison,169,7,1669,0.552271,45.125518
2023-100683,2023-03-23,1,Vente,231436.49,169,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0657,2,1,Maison,120,6,466,0.554081,45.064079
2023-100826,2024-09-12,1,Vente,206768.02,118,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0378,2,1,Maison,115,5,2296,0.567794,45.105064
2023-100797,2023-10-10,1,Vente,217702.1,76,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000D0130,1,1,Maison,107,5,2035,-0.984008,45.964544
2023-100787,2023-03-01,1,Vente,282804.68,56,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0318,2,1,Maison,144,5,2293,0.545542,45.090059
2023-100406,2025-05-26,1,Vente,121342.87,9,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0923,1,2,Appartement,94,3,,0.589548,45.120592
2023-100689,2023-11-04,1,Vente,483450.24,78,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000E0829,0,1,Maison,172,8,1473,-0.998124,45.931393
